client_id,gender,region,city_type,income_group,employment_type,digital_adoption_level,registration_month_offset,age_base,customer_segment,salary_project_flag,estimated_monthly_income,snapshot_date,client_tenure_days,client_age,active_products_count,closed_products_count,product_diversity_score,has_debit_card,has_credit_card,has_deposit,has_loan,has_mobile_app,has_savings_account,days_since_last_product_open,days_since_last_product_close,txn_count_30d,txn_count_60d,txn_count_90d,txn_count_180d,txn_sum_30d,txn_sum_60d,txn_sum_90d,txn_sum_180d,txn_avg_amount_30d,txn_avg_amount_90d,txn_max_amount_90d,successful_txn_rate_90d,failed_txn_count_90d,active_txn_days_30d,active_txn_days_90d,days_since_last_txn,cash_withdrawal_count_90d,card_purchase_count_90d,p2p_transfer_count_90d,utility_payment_count_90d,mobile_txn_share_90d,atm_txn_share_90d,branch_txn_share_90d,txn_count_prev30,txn_count_last30,txn_count_change_30d,txn_count_change_pct_30d,txn_sum_prev30,txn_sum_last30,txn_sum_change_30d,txn_sum_change_pct_30d,app_login_count_30d,app_login_count_60d,app_login_count_90d,app_events_count_30d,app_events_count_90d,unique_app_event_types_90d,active_app_days_90d,days_since_last_app_login,days_since_last_app_event,transfer_created_count_90d,payment_created_count_90d,balance_view_count_90d,support_chat_opened_count_90d,loan_offer_view_count_90d,app_login_prev30,app_login_last30,app_login_change_30d,app_login_change_pct_30d,tickets_count_30d,tickets_count_90d,complaints_count_90d,critical_tickets_count_90d,open_tickets_count,escalated_tickets_count_90d,avg_satisfaction_score_90d,min_satisfaction_score_90d,days_since_last_ticket,days_since_last_complaint,marketing_contacts_30d,marketing_contacts_90d,retention_contacts_90d,campaign_open_rate_90d,campaign_click_rate_90d,push_contacts_90d,sms_contacts_90d,email_contacts_90d,call_contacts_90d,days_since_last_marketing_contact,estimated_revenue_3m,estimated_revenue_6m,estimated_cost_3m,net_value_3m,avg_balance_3m,avg_balance_6m,value_segment,target_churn_60d,future_txn_count_60d,future_app_login_count_60d,future_product_open_count_60d,activity_segment,complaint_segment,digital_segment
2257,F,Astana,medium_city,medium,entrepreneur,medium,65,39,sme_owner,0,353691.0152182327,2025-02-01,2340,40,2,1,1,1,0,0,0,1,0,645,858.0,5,9,11,25,47021.16220980579,74836.49886632865,75830.01500224911,160407.02658705888,9404.232441961158,6893.637727477192,28426.85817179602,0.9502680202639688,0,5,11,24,2,4,1,2,0.7440457183002461,0.2006091147555039,0.0553451669442498,15,5,-10,-0.6666666666666666,164772.97514638328,47021.16220980579,-117751.81293657748,-0.7146306172597023,1,2,4,2,12,6,9,27,8,1,1,2,1,0,3,1,-2,-0.6666666666666666,0,1,1,0,0,0,3.80495794432608,3.0,4.0,24.0,0,1,0,0.3613331911757566,0.1311174947625722,0,0,0,0,6.0,10534.749836446048,24405.17832984737,3393.8896550950467,7140.860181351001,311423.5012197129,320369.484726504,medium_value,0,2,3,1,activity_drop,complaint_risk,medium_digital_engagement
169,M,Karaganda,large_city,medium,retired,medium,59,48,pensioner,0,411783.1472947229,2025-02-01,2160,49,2,0,2,1,0,0,1,1,1,756,,6,9,12,42,60344.18681962006,126976.32408763064,172692.2807067319,364819.4925952545,10057.364469936676,14391.023392227658,55732.13148760072,0.9420706447870036,0,6,12,41,1,4,2,1,0.8432116936569303,0.1423986680190599,0.0143896383240096,8,6,-2,-0.25,109209.36744132968,60344.18681962006,-48865.18062170961,-0.4474449561111262,1,3,4,7,20,4,20,39,25,3,2,2,1,1,3,1,-2,-0.6666666666666666,0,0,0,0,0,0,,,,,1,1,0,0.2403596446952681,0.0443911538698135,0,0,0,0,57.0,8318.86354336608,17821.28486149757,2998.602251822664,5320.2612915434165,788404.1749233408,878728.799637652,medium_value,0,4,1,0,activity_drop,no_recent_complaints,medium_digital_engagement
1259,F,South_KZ,medium_city,medium,employee,low,50,29,mass,1,268011.4894821782,2025-02-01,1890,30,2,0,1,0,1,0,0,1,1,849,,7,12,20,49,73797.34985624485,119866.67529393482,193037.4964819994,500702.3005711326,10542.47855089212,9651.87482409997,13958.797851090858,1.0,0,7,20,59,3,6,3,3,0.3120557868253705,0.469681692107903,0.2182625210667262,12,7,-5,-0.4166666666666667,112962.35372085306,73797.34985624485,-39165.00386460821,-0.3467084614878937,0,0,1,2,11,5,11,9,33,2,0,2,0,0,1,0,-1,-1.0,0,0,0,0,0,0,,,,,1,3,0,0.2895704324434299,0.1018041957308329,2,1,0,0,23.0,7003.125044831594,15169.497459535818,4158.968550798892,2844.1564940327025,412376.4438315234,382028.821057512,low_value,0,9,0,0,activity_drop,no_recent_complaints,low_digital_engagement
510,M,Atyrau,medium_city,medium,entrepreneur,medium,28,42,sme_owner,0,349285.4338628823,2025-02-01,1230,43,3,0,1,0,0,0,0,1,0,112,,5,10,15,30,64110.8815802639,155619.74528660992,224346.2520286549,425377.6935624571,12822.17631605278,14956.416801910327,23908.31664879352,0.9844631339606876,1,5,4,69,3,7,1,2,0.6091232083895897,0.3439509607461382,0.0469258308642719,14,5,-9,-0.6428571428571429,143144.68489913078,64110.8815802639,-79033.80331886688,-0.5521253085614694,3,6,7,6,20,7,20,73,36,3,2,3,1,1,9,3,-6,-0.6666666666666666,0,0,0,0,0,0,,,,,0,1,1,0.3170170046456572,0.0437146804053333,0,1,0,0,1.0,12397.052446419766,22468.188895550105,4001.633738467233,8395.418707952533,1028776.5769942416,1112762.615080392,medium_value,0,5,2,0,activity_drop,no_recent_complaints,medium_digital_engagement
368,F,Karaganda,small_city,low,employee,medium,57,39,mass,1,119100.44738999072,2025-02-01,2100,40,2,0,2,1,0,0,0,1,1,23,,8,16,29,56,36084.47644236652,88511.07946607328,119170.45303820848,311919.90441303444,4510.559555295815,4109.325966834776,15627.112302267667,0.9879721670533114,0,8,18,40,5,14,2,2,0.7136303359003284,0.1619447387859086,0.124424925313763,8,8,0,0.0,33181.724432904855,36084.47644236652,2902.752009461663,0.0874804447047704,4,8,9,6,19,4,19,37,23,2,3,4,1,1,8,4,-4,-0.5,0,0,0,0,0,0,,,,,0,1,0,0.3891062557148791,0.1451818976247564,0,0,1,1,4.0,5971.80917571493,13721.586647402068,3041.6618243981884,2930.147351316741,238328.8091760298,270455.94151790603,low_value,0,9,2,0,transaction_active,no_recent_complaints,medium_digital_engagement
1628,M,Shymkent,medium_city,medium,unemployed,medium,82,36,mass,0,330273.15195860475,2025-02-01,2850,37,1,0,1,1,1,0,0,1,0,317,,4,6,12,20,38983.70425393486,61835.58483939989,148631.33557505434,289745.3065439147,9745.926063483716,12385.944631254528,36462.94061723209,0.9709248363237986,0,4,4,18,2,6,1,1,0.7229821473591146,0.2461258812589022,0.0308919713819831,5,4,-1,-0.2,64934.431849631794,38983.70425393486,-25950.72759569693,-0.3996451013199106,3,7,13,10,23,2,23,50,32,2,2,7,0,2,3,3,0,0.0,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,8454.438150576192,18288.36958847043,2906.875356104834,5547.562794471358,377020.1736031084,411598.54973527865,medium_value,0,1,5,0,moderate_activity,no_recent_complaints,medium_digital_engagement
1421,F,Almaty,large_city,medium,entrepreneur,high,57,26,sme_owner,0,360592.068946488,2025-02-01,2100,27,2,0,2,1,0,0,0,1,0,894,,7,13,21,32,193920.5016862261,427015.407126892,530667.2028156515,795941.855900548,27702.92881231802,25269.86680074532,31805.715547497224,0.9236367619496316,1,7,21,46,2,5,3,1,0.4876480706264592,0.4085846501121711,0.1037672792613697,8,7,-1,-0.125,230093.04367533955,193920.5016862261,-36172.54198911341,-0.1572083249946171,8,12,23,17,43,4,43,63,56,2,2,16,2,2,13,8,-5,-0.3846153846153846,0,0,0,0,0,0,,,,,0,2,1,0.4291789634638316,0.1767934334599681,1,0,1,1,82.0,11254.533776769844,21129.37851231,3856.765782366087,7397.767994403757,743778.9963600396,786067.5544259432,medium_value,0,9,10,0,digital_active,no_recent_complaints,digital_power_user
1881,F,Shymkent,large_city,medium,self_employed,medium,65,56,mass,0,301334.37401896063,2025-02-01,2340,57,2,1,2,1,0,0,0,1,1,355,109.0,2,8,10,22,24234.74602200889,86849.32290104404,88711.89423534398,208577.9418961087,12117.373011004447,8871.189423534397,27463.91045777146,0.9561301315009608,2,2,10,38,1,2,2,1,0.7263642346876362,0.2118503352101054,0.0617854301022584,7,2,-5,-0.7142857142857143,67864.57644566729,24234.74602200889,-43629.83042365839,-0.642895494361313,1,3,3,5,7,5,7,47,24,1,1,1,0,0,9,1,-8,-0.8888888888888888,0,0,0,0,0,0,,,,,0,2,0,0.4186260629825272,0.1694608680405634,1,0,0,0,44.0,6243.23626776568,14469.12176347031,2829.006709944126,3414.229557821554,593924.5310808647,648771.7651535539,low_value,0,6,1,0,activity_drop,no_recent_complaints,medium_digital_engagement
1991,M,Shymkent,large_city,medium,retired,high,79,46,pensioner,0,308335.34065219254,2025-02-01,2760,47,1,1,1,1,0,0,0,1,0,71,580.0,1,3,5,14,13191.948028170813,49490.184059954205,64822.09055051139,165991.58826596523,13191.948028170813,12964.41811010228,27836.10295327471,0.9938608397949714,0,1,5,57,1,1,1,1,0.805632156372395,0.0512149066169428,0.1431529370106621,2,1,-1,-0.5,34117.43024641061,13191.948028170813,-20925.4822182398,-0.6133369971626543,2,7,13,11,35,3,35,64,45,3,5,9,0,1,2,2,0,0.0,0,0,0,0,0,0,,,,,1,1,0,0.4222651754519284,0.1285406455379624,0,0,0,1,65.0,3524.312290290332,7014.326072854188,3100.969702158301,423.34258813203087,339276.6484196991,359867.7716754609,low_value,0,2,7,0,moderate_activity,no_recent_complaints,medium_digital_engagement
1058,M,South_KZ,medium_city,medium,employee,high,51,20,mass,1,237840.17711516708,2025-02-01,1920,21,1,1,1,1,1,0,0,1,1,764,478.0,8,16,23,43,33132.2618088804,73267.15817704436,94195.51745089298,212554.6435041701,4141.53272611005,4095.457280473608,9939.476140658233,0.9680571504357576,1,6,23,60,2,8,2,3,0.6248461327401296,0.2133738187316126,0.1617800485282577,9,8,-1,-0.1111111111111111,56016.79057706298,33132.2618088804,-22884.52876818258,-0.4085298092310386,2,4,9,10,39,5,27,15,38,4,6,4,1,1,5,2,-3,-0.6,0,0,0,0,0,0,,,,,0,1,1,0.271786232085641,0.0811294300065433,1,0,1,0,2.0,9962.35942617182,18097.43950649729,4058.946981848244,5903.412444323577,374423.6715208744,423006.2248731816,medium_value,0,6,1,0,activity_drop,no_recent_complaints,medium_digital_engagement
839,M,Astana,medium_city,medium,employee,high,26,39,mass,1,379911.54762423504,2025-02-01,1170,40,0,2,0,1,0,0,0,1,1,24,295.0,6,11,15,34,49510.48235906501,141920.534780218,116260.01764049869,386668.866876796,8251.747059844169,7750.667842699912,11820.815813145922,0.935264198790958,2,6,15,24,2,8,2,1,0.8539222826946791,0.0928934959486636,0.0531842213566571,7,6,-1,-0.1428571428571428,67108.19574049162,49510.48235906501,-17597.713381426605,-0.2622289749746398,4,9,17,10,44,8,29,26,64,7,6,9,2,2,5,4,-1,-0.2,0,0,0,0,0,0,,,,,1,1,0,0.2613935731625745,0.0438438481254627,0,0,0,0,45.0,6537.076858799742,14917.935728369435,2904.11698818483,3632.959870614912,959237.0392896069,874438.6639414532,low_value,0,5,4,0,digital_active,no_recent_complaints,digital_power_user
1848,F,South_KZ,large_city,high,employee,high,58,46,affluent,1,693622.1015536094,2025-02-01,2130,47,4,0,4,1,1,1,0,1,1,270,,5,9,17,40,104837.9046741851,259346.8434250996,525587.5474460383,1056870.1590434802,20967.58093483702,30916.91455564932,106899.80774104188,0.957123439810299,0,5,17,40,3,6,2,2,0.5952576284755828,0.3302973890207211,0.0744449825036961,11,5,-6,-0.5454545454545454,334326.5494817829,104837.9046741851,-229488.6448075978,-0.6864206422233374,3,8,21,9,42,8,41,5,68,6,5,17,2,2,6,3,-3,-0.5,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,18934.477732891,34373.208032652285,5066.838846378583,13867.638886512415,1394917.822471698,1395272.649903907,medium_value,0,6,5,0,activity_drop,no_recent_complaints,digital_power_user
600,F,Almaty,medium_city,high,retired,medium,82,24,affluent,0,806475.9524271833,2025-02-01,2850,25,0,1,0,1,0,0,1,1,0,184,103.0,2,4,7,25,86780.89786372415,161341.0592030781,296883.5979356698,1302356.5540506323,43390.44893186208,42411.94256223855,69345.76782297956,0.9650858302905718,0,2,7,36,1,3,1,1,0.5245041331079319,0.2856288640386149,0.1898670028534533,4,2,-2,-0.5,190027.18657148612,86780.89786372415,-103246.28870776204,-0.5433237768266483,6,10,14,15,33,2,32,1,50,5,4,11,0,1,9,6,-3,-0.3333333333333333,0,0,0,0,0,0,,,,,1,3,0,0.467321709830393,0.2012550502257531,0,0,1,0,86.0,15276.386225941314,30687.805605102567,3089.6522936055608,12186.733932335754,3241727.22618868,3061895.6371070296,medium_value,0,2,9,0,moderate_activity,no_recent_complaints,medium_digital_engagement
1921,F,Astana,small_city,low,entrepreneur,high,26,37,sme_owner,0,120351.47734187637,2025-02-01,1170,38,1,1,1,1,0,0,0,1,0,864,572.0,5,6,10,15,34182.056540731704,50653.167522686665,58377.15461548982,105616.9293693977,6836.411308146341,5837.715461548982,23438.87657173862,0.9518743592864066,0,5,10,59,1,2,1,1,0.6842384471816225,0.2828166575630464,0.0329448952553309,5,5,0,0.0,29800.853426307986,34182.056540731704,4381.203114423723,0.147016028425415,12,17,20,22,49,4,2,66,45,3,2,13,2,1,14,12,-2,-0.1428571428571428,0,0,0,0,0,0,,,,,1,3,2,0.3575080875259327,0.1569907940520692,0,1,0,0,31.0,2375.0239495929413,4362.853883077798,3545.367096403338,-1170.3431468103968,118028.90967887171,126176.24895968154,low_value,0,4,13,1,digital_active,no_recent_complaints,digital_power_user
1312,F,Almaty,small_city,premium,self_employed,high,58,27,premium,0,1653209.184610446,2025-02-01,2130,28,4,1,3,0,0,0,0,1,0,544,393.0,8,12,18,38,481033.7174443768,551765.466884397,1206147.2855389442,2647680.109673766,60129.2146805471,67008.18252994135,271215.0438537717,0.917153465391741,3,1,18,70,2,6,4,2,0.4765291311456288,0.3859350852167612,0.1375357836376099,11,8,-3,-0.2727272727272727,951668.7529173272,481033.7174443768,-470635.0354729504,-0.4945366063877009,2,6,15,6,36,4,29,26,45,3,4,7,1,2,4,2,-2,-0.5,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,36732.08038801776,83457.07901808924,4823.619122554175,31908.46126546358,2750958.337218984,2445964.269473492,high_value,0,9,3,0,digital_active,no_recent_complaints,digital_power_user
1337,M,Aktobe,medium_city,medium,employee,high,37,60,mass,0,291143.28505737154,2025-02-01,1500,61,1,0,1,1,1,0,1,1,1,36,,6,7,14,25,51635.50225953824,73889.27114944608,140754.9172156458,259000.58613328912,8605.917043256373,10053.922658260415,33703.77727442882,1.0,0,6,14,44,3,3,1,1,0.5798886734057866,0.2810843537794381,0.1390269728147752,7,6,-1,-0.1428571428571428,74666.77704274515,51635.50225953824,-23031.274783206907,-0.3084541170167555,6,10,16,13,40,1,40,15,50,2,5,16,1,1,8,6,-2,-0.25,0,0,0,0,0,0,,,,,1,2,1,0.4044932011030789,0.1583063659349172,1,1,1,0,84.0,6240.386564958198,11302.91743657278,3457.7229568562675,2782.66360810193,858362.0051765447,837568.9872435291,low_value,0,3,12,0,digital_active,no_recent_complaints,digital_power_user
1134,F,Astana,large_city,medium,unemployed,low,65,49,mass,0,299139.3144326869,2025-02-01,2340,50,1,1,1,1,0,0,0,0,0,535,252.0,2,6,13,22,36166.32567084128,111456.77659386252,180815.81556077843,286077.62352159974,18083.16283542064,13908.908889290647,41784.05139235189,0.9542790185557678,1,2,13,11,1,6,2,2,0.5454067377391305,0.2640762713935179,0.1905169908673515,7,2,-5,-0.7142857142857143,88219.7458194935,36166.32567084128,-52053.42014865222,-0.5900427355023077,0,3,3,2,13,7,13,57,9,2,1,5,1,1,3,0,-3,-1.0,0,0,0,0,0,0,,,,,0,2,0,0.0,0.0,0,1,0,0,50.0,6317.836456852469,12589.601960094053,2760.176365792969,3557.6600910595,695267.9809395759,666113.7990119177,low_value,0,1,3,0,activity_drop,no_recent_complaints,low_digital_engagement
820,M,Astana,large_city,medium,employee,low,27,59,mass,0,333390.6184288646,2025-02-01,1200,60,3,2,3,1,1,0,0,0,0,880,579.0,10,18,20,41,128677.3799445258,199303.5283557518,247824.20839546056,615281.320184958,12867.737994452578,12391.210419773028,28129.59105258996,0.992394734077408,0,10,20,7,3,4,5,2,0.6315629614600308,0.1900880822356021,0.178348956304367,13,10,-3,-0.2307692307692307,120777.115953938,128677.3799445258,7900.263990587802,0.0654119278158687,1,2,2,6,11,3,11,26,56,1,1,3,0,1,2,1,-1,-0.5,0,0,0,0,0,0,,,,,2,2,1,0.1065763913802188,0.0329628763373474,1,1,0,0,74.0,9244.467060108898,19183.49128718068,3365.132725070373,5879.334335038525,399313.4618811284,432878.00681573176,medium_value,0,8,1,0,transaction_active,no_recent_complaints,low_digital_engagement
2174,M,Astana,medium_city,medium,self_employed,medium,38,25,mass,0,381295.3295497526,2025-02-01,1530,26,5,1,3,1,1,0,0,1,1,114,363.0,8,16,23,44,81014.08077908703,135203.15489263093,147813.4426914755,418940.0556046049,10126.76009738588,6426.6714213685,21226.739860356098,0.9918074893361224,0,8,23,68,3,5,5,2,0.6296897683690005,0.2537638061438038,0.1165464254871957,10,8,-2,-0.2,130431.99925189534,81014.08077908703,-49417.91847280831,-0.3788787932121665,1,3,3,4,12,8,12,57,13,1,2,3,0,0,11,1,-10,-0.9090909090909092,0,0,0,0,0,0,,,,,0,2,1,0.0794369365095101,0.0341564350139152,1,0,1,0,12.0,13770.24556224337,31471.653760471258,4728.7466598952005,9041.498902348168,1022034.6992413962,881189.9638551401,medium_value,0,4,2,0,activity_drop,no_recent_complaints,medium_digital_engagement
528,F,South_KZ,large_city,medium,self_employed,medium,35,43,mass,0,345670.56704115454,2025-02-01,1440,44,0,1,0,1,0,0,0,1,0,419,388.0,5,7,14,29,69440.08882086864,72338.84193562705,153417.29369558272,300317.0986505867,13888.017764173728,10958.378121113052,18903.39813842634,0.9379310025178708,1,5,14,74,2,4,3,1,0.6224531113756192,0.076976171974812,0.3005707166495687,6,5,-1,-0.1666666666666666,68498.77157022731,69440.08882086864,941.3172506413248,0.0137421041146154,2,5,8,6,17,3,9,69,26,2,1,5,1,0,2,2,0,0.0,0,0,0,0,0,0,,,,,0,1,1,0.1991629459303582,0.0541839946546642,0,1,0,0,61.0,8705.382798146375,17653.31666514847,1935.7731546463297,6769.609643500045,559378.8728823556,526802.8832135338,medium_value,0,8,6,0,moderate_activity,no_recent_complaints,medium_digital_engagement
2055,M,Astana,large_city,low,retired,medium,34,35,pensioner,0,177097.85565578466,2025-02-01,1410,36,1,1,1,0,0,0,0,1,0,434,682.0,6,12,13,19,108026.97546227838,113122.02656015057,155946.71576110992,235251.25992595992,18004.49591037973,11995.901212393072,22346.1667506969,0.8932143025773543,3,5,13,3,2,4,1,1,0.8307157623370215,0.1217840374079497,0.0475002002550287,8,6,-2,-0.25,100093.98287745238,108026.97546227838,7932.992584826003,0.0792554393058628,8,11,15,22,36,6,36,38,28,2,6,10,1,1,9,8,-1,-0.1111111111111111,0,0,0,0,0,0,,,,,3,3,0,0.1024646568581595,0.0102284998272517,2,1,1,0,29.0,4484.035804045422,10357.287115387564,2889.8677375420275,1594.1680665033946,261411.0395467052,230902.9235017615,low_value,0,6,4,0,digital_active,no_recent_complaints,medium_digital_engagement
1367,M,Karaganda,medium_city,low,employee,medium,18,35,mass,0,141715.4644743408,2025-02-01,930,36,4,5,4,1,0,0,0,1,0,21,652.0,5,9,16,37,21699.16081392508,46529.21591384528,69057.99986967593,164028.49486706007,4339.832162785016,4316.1249918547455,8897.51640546598,0.902867360638879,3,5,16,47,2,7,3,1,0.3875366321652482,0.4060673519310673,0.2063960159036845,8,5,-3,-0.375,37655.36599301439,21699.16081392508,-15956.20517908931,-0.4237431972391242,2,4,8,5,23,8,23,51,70,1,3,3,0,1,3,2,-1,-0.3333333333333333,0,0,0,0,0,0,,,,,2,3,0,0.2585526140667006,0.1062624899240912,1,1,1,2,88.0,8219.003876847479,14622.827686144095,4756.917064894233,3462.086811953246,69794.23234701158,62719.63071353754,low_value,0,3,4,0,transaction_active,no_recent_complaints,medium_digital_engagement
618,M,Aktobe,small_city,medium,self_employed,high,60,51,mass,0,363639.5312133668,2025-02-01,2190,52,0,1,0,1,1,0,0,1,0,740,658.0,3,4,6,21,160138.40591723655,145638.6616856171,302619.49473403674,1146366.3106161528,53379.46863907885,50436.58245567279,108085.32559143472,0.9716932123029224,2,3,6,49,1,2,1,0,0.5829776815187045,0.3382817548922118,0.0787405635890837,3,3,0,0.0,162841.3222654497,160138.40591723655,-2702.916348213156,-0.0165984672109644,6,15,23,16,48,5,48,26,75,4,6,12,2,2,7,6,-1,-0.1428571428571428,0,0,0,0,0,0,,,,,1,1,0,0.3931254495281259,0.0208689064275501,0,1,1,0,21.0,5693.683993625216,13088.04227439548,1948.627551173728,3745.0564424514887,478945.4768688558,410230.640954206,low_value,0,5,10,0,digital_active,no_recent_complaints,digital_power_user
439,F,Almaty,rural,low,retired,high,59,27,pensioner,0,160295.52080671184,2025-02-01,2160,28,2,0,2,1,0,0,0,1,0,36,,6,10,13,29,23315.593942480235,45836.58921251576,49004.32099027431,116699.33841351022,3885.9323237467056,3769.563153098024,11416.061167902051,0.921238212663402,1,6,13,15,2,5,2,2,0.534381033271672,0.3142218410199426,0.1513971257083855,7,6,-1,-0.1428571428571428,22070.654316022406,23315.593942480235,1244.939626457828,0.0564070103510276,6,12,18,22,41,6,33,30,33,1,3,6,1,1,8,6,-2,-0.25,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,2274.53653924006,4043.010314083518,3526.937113946123,-1252.4005747060633,352394.17568292684,370488.57407535904,low_value,0,7,11,0,digital_active,no_recent_complaints,digital_power_user
1969,M,North_KZ,medium_city,medium,employee,medium,63,34,mass,1,210148.38482907845,2025-02-01,2280,35,1,0,1,1,0,0,1,1,1,873,,4,12,19,38,40431.64883589732,130039.66379389404,205211.7475208338,441979.822279993,10107.91220897433,10800.6182905702,31949.8970000962,0.977931883154423,0,4,19,40,2,8,2,3,0.3433776063949506,0.6470762452698566,0.0095461483351928,6,4,-2,-0.3333333333333333,67927.49089160393,40431.64883589732,-27495.84205570661,-0.4047822419877603,1,5,9,8,29,8,29,15,25,4,1,10,0,1,2,1,-1,-0.5,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,3797.805058393072,8819.959771043264,4441.938104020632,-644.13304562756,180308.16404904652,169256.49227927515,low_value,0,9,2,0,transaction_active,no_recent_complaints,medium_digital_engagement
441,F,North_KZ,large_city,low,employee,medium,55,48,mass,1,187453.64344113803,2025-02-01,2040,49,1,0,1,1,0,0,1,1,1,318,,8,19,26,37,24473.5111763812,84791.20286706126,84348.32522443209,192270.9600109664,3059.1888970476502,3244.1663547858498,7011.741043139756,0.9860723629255982,0,8,26,55,3,8,5,3,0.5370084828461046,0.4547303145992535,0.0082612025546418,9,8,-1,-0.1111111111111111,32795.57729654285,24473.5111763812,-8322.066120161646,-0.2537557441026939,4,7,14,10,27,1,27,10,38,3,2,8,1,1,5,4,-1,-0.2,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,3182.2019568697115,6115.4626915775125,3368.58133073601,-186.3793738662985,283350.16015312594,324249.970654164,low_value,0,11,3,0,transaction_active,no_recent_complaints,medium_digital_engagement
1037,M,Almaty,rural,low,employee,high,44,50,mass,1,157778.57155929276,2025-02-01,1710,51,1,0,1,1,0,0,0,1,1,110,,5,9,12,24,35096.96134889065,79422.08491902777,69293.81724378048,183123.80712917785,7019.392269778129,5774.48477031504,10655.613210369296,1.0,0,5,12,11,2,6,1,1,0.6369990343488249,0.1317136739994131,0.2312872916517619,12,5,-7,-0.5833333333333334,81455.37839807745,35096.96134889065,-46358.4170491868,-0.5691265323528467,7,16,21,17,48,8,26,30,27,2,6,10,2,2,12,7,-5,-0.4166666666666667,0,0,0,0,0,0,,,,,0,0,0,,,0,0,0,0,,314.02685633321653,598.3844149280336,3298.726340034808,-2984.699483701592,552995.7932040523,617642.973710036,low_value,0,3,12,0,activity_drop,no_recent_complaints,digital_power_user
842,F,East_KZ,large_city,medium,self_employed,low,61,33,mass,0,277719.2684879161,2025-02-01,2220,34,0,1,0,1,0,0,0,0,1,447,133.0,3,3,7,17,23317.993214517875,22086.90035124733,70914.90985555635,139936.04829943043,7772.664404839292,10130.701407936622,21542.61156385302,0.9800610045632482,0,3,7,65,1,2,1,1,0.4885494624420419,0.1797685787534092,0.3316819588045488,4,3,-1,-0.25,40310.24118114627,23317.993214517875,-16992.247966628398,-0.4215367477031106,2,2,6,3,11,1,11,8,5,1,2,4,0,1,6,2,-4,-0.6666666666666666,0,0,0,0,0,0,,,,,0,2,2,0.0665428707473566,0.0226377118266219,1,1,0,0,87.0,6335.033858332632,11739.660487341547,2324.884522202844,4010.149336129788,187161.5063761917,212066.13669291348,low_value,0,2,2,0,activity_drop,no_recent_complaints,low_digital_engagement
1104,F,Almaty,small_city,premium,self_employed,low,42,53,premium,0,1237296.9084998162,2025-02-01,1650,54,2,0,2,1,1,0,0,1,1,350,,3,6,12,29,448040.36050700856,760923.9372987557,1655423.7196337825,4264511.954470046,149346.7868356695,137951.97663614855,407470.3054820736,0.9354525498050058,2,3,12,46,2,5,1,1,0.6671132967073542,0.2649190337750267,0.067967669517619,5,3,-2,-0.4,791122.0024391898,448040.36050700856,-343081.64193218126,-0.4336646444851627,0,1,4,0,17,8,17,65,34,1,1,3,1,1,1,0,-1,-1.0,0,0,0,0,0,0,,,,,2,4,1,0.12082968974257,0.0257749462327396,2,3,0,0,11.0,25506.40891870524,53338.32619781259,2916.944088862638,22589.4648298426,1778180.2120535732,1947780.8107226728,high_value,0,7,0,0,activity_drop,no_recent_complaints,low_digital_engagement
621,F,Almaty,medium_city,medium,employee,low,38,39,mass,0,269628.13303642254,2025-02-01,1530,40,2,0,2,1,1,0,0,0,1,428,,10,14,19,28,98013.05290373677,118715.88307036326,150676.07414071698,247413.95400089925,9801.305290373675,7930.3196916166835,26063.600110487216,0.9504609795564192,0,8,19,49,2,4,2,3,0.7357957773219174,0.0828321300405216,0.181372092637561,12,10,-2,-0.1666666666666666,96575.9178744882,98013.05290373677,1437.1350292485586,0.014880883980997,1,2,3,4,6,6,6,50,17,0,1,1,0,0,5,1,-4,-0.8,0,0,0,0,0,0,,,,,1,4,0,0.2185667650638554,0.0123184639110933,3,1,2,0,49.0,4914.372662553102,10143.182630633935,3025.56192892821,1888.810733624892,922625.3063836576,907994.1936397818,low_value,0,5,2,0,activity_drop,no_recent_complaints,low_digital_engagement
1431,F,Shymkent,large_city,medium,employee,high,64,22,mass,1,520617.3728402275,2025-02-01,2310,23,1,0,1,1,0,0,0,1,1,877,,6,11,14,27,85866.76186484496,206706.19726391527,234241.13756617368,407028.26709922525,14311.12697747416,16731.509826155263,24883.819352253005,0.9344630654748032,1,5,14,4,2,3,2,2,0.4845038582873732,0.3373741476716563,0.1781219940409703,7,6,-1,-0.1428571428571428,96029.96659929576,85866.76186484496,-10163.204734450805,-0.1058336797810084,3,11,19,13,47,5,24,38,32,4,7,7,1,3,6,3,-3,-0.5,0,0,0,0,0,0,,,,,1,1,0,0.2870016979796269,0.0460762818747295,1,1,1,0,8.0,11087.013860702886,25521.634014828644,3838.302208024904,7248.711652677983,1551169.710716567,1606546.5478630676,medium_value,0,2,8,0,digital_active,no_recent_complaints,digital_power_user
